series_id        ,area_code,item_code,base_period,begin_year,begin_period,end_year,end_period
CUUS0000SEFM     ,0000,SEFM,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFM01   ,0000,SEFM01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFM02   ,0000,SEFM02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFM03   ,0000,SEFM03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFN     ,0000,SEFN,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFN01   ,0000,SEFN01,1982-84=100,2018,S01,2024,S03
CUUS0000SEFN02   ,0000,SEFN02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFN03   ,0000,SEFN03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFP     ,0000,SEFP,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFP01   ,0000,SEFP01,1982-84=100,2018,S01,2024,S03
CUUS0000SEFP02   ,0000,SEFP02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFR     ,0000,SEFR,1982-84=100,1984,S01,2024,S03
CUUS0000SEFR01   ,0000,SEFR01,1982-84=100,2018,S01,2024,S03
CUUS0000SEFR02   ,0000,SEFR02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFR03   ,0000,SEFR03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFS     ,0000,SEFS,1982-84=100,1984,S01,2024,S03
CUUS0000SEFS01   ,0000,SEFS01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFS02   ,0000,SEFS02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFS03   ,0000,SEFS03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFT     ,0000,SEFT,1982-84=100,1984,S01,2024,S03
CUUS0000SEFT01   ,0000,SEFT01,1982-84=100,2018,S01,2024,S03
CUUS0000SEFT02   ,0000,SEFT02,1982-84=100,2018,S01,2024,S03
CUUS0000SEFT03   ,0000,SEFT03,1982-84=100,2018,S01,2024,S03
CUUS0000SEFT04   ,0000,SEFT04,1982-84=100,2018,S01,2024,S03
CUUS0000SEFT05   ,0000,SEFT05,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFT06   ,0000,SEFT06,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFV     ,0000,SEFV,1982-84=100,1984,S01,2024,S03
CUUS0000SEFV01   ,0000,SEFV01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFV02   ,0000,SEFV02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFV03   ,0000,SEFV03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFV04   ,0000,SEFV04,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFV05   ,0000,SEFV05,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEFW     ,0000,SEFW,1982-84=100,2018,S01,2024,S03
CUUS0000SEFW01   ,0000,SEFW01,1982-84=100,2018,S01,2024,S03
CUUS0000SEFW02   ,0000,SEFW02,1982-84=100,2018,S01,2024,S03
CUUS0000SEFW03   ,0000,SEFW03,1982-84=100,2018,S01,2024,S03
CUUS0000SEFX     ,0000,SEFX,1982-84=100,2018,S01,2024,S03
CUUS0000SEGA     ,0000,SEGA,1982-84=100,1984,S01,2024,S03
CUUS0000SEGA01   ,0000,SEGA01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEGA02   ,0000,SEGA02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEGB     ,0000,SEGB,1982-84=100,2018,S01,2024,S03
CUUS0000SEGB01   ,0000,SEGB01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEGB02   ,0000,SEGB02,1982-84=100,2018,S01,2024,S03
CUUS0000SEGC     ,0000,SEGC,1982-84=100,2018,S01,2024,S03
CUUS0000SEGC01   ,0000,SEGC01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEGD     ,0000,SEGD,1982-84=100,2018,S01,2024,S03
CUUS0000SEGD01   ,0000,SEGD01,DECEMBER 1986=100,2018,S01,2023,S01
CUUS0000SEGD02   ,0000,SEGD02,DECEMBER 1986=100,2018,S01,2024,S03
CUUS0000SEGD03   ,0000,SEGD03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEGD04   ,0000,SEGD04,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEGD05   ,0000,SEGD05,DECEMBER 1986=100,2018,S01,2024,S03
CUUS0000SEGE     ,0000,SEGE,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHA     ,0000,SEHA,1982-84=100,1984,S01,2024,S03
CUUS0000SEHB     ,0000,SEHB,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHB01   ,0000,SEHB01,DECEMBER 1982=100,2018,S01,2024,S03
CUUS0000SEHB02   ,0000,SEHB02,1982-84=100,2018,S01,2024,S03
CUUS0000SEHC     ,0000,SEHC,DECEMBER 1982=100,1984,S01,2024,S03
CUUS0000SEHC01   ,0000,SEHC01,DECEMBER 1982=100,1984,S01,2024,S03
CUUS0000SEHD     ,0000,SEHD,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHE     ,0000,SEHE,1982-84=100,1984,S01,2024,S03
CUUS0000SEHE01   ,0000,SEHE01,1982-84=100,1984,S01,2024,S03
CUUS0000SEHE02   ,0000,SEHE02,DECEMBER 1986=100,1987,S01,2024,S03
CUUS0000SEHF     ,0000,SEHF,1982-84=100,1984,S01,2024,S03
CUUS0000SEHF01   ,0000,SEHF01,1982-84=100,1984,S01,2024,S03
CUUS0000SEHF02   ,0000,SEHF02,1982-84=100,1984,S01,2024,S03
CUUS0000SEHG     ,0000,SEHG,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHG01   ,0000,SEHG01,1982-84=100,2018,S01,2024,S03
CUUS0000SEHG02   ,0000,SEHG02,DECEMBER 1983=100,2018,S01,2024,S03
CUUS0000SEHH     ,0000,SEHH,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHH01   ,0000,SEHH01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHH02   ,0000,SEHH02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHH03   ,0000,SEHH03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHJ     ,0000,SEHJ,1982-84=100,2018,S01,2024,S03
CUUS0000SEHJ01   ,0000,SEHJ01,1982-84=100,2018,S01,2024,S03
CUUS0000SEHJ02   ,0000,SEHJ02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHJ03   ,0000,SEHJ03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHK     ,0000,SEHK,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHK01   ,0000,SEHK01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHK02   ,0000,SEHK02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHL     ,0000,SEHL,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHL01   ,0000,SEHL01,1982-84=100,2018,S01,2024,S03
CUUS0000SEHL02   ,0000,SEHL02,DECEMBER 1990=100,2018,S01,2024,S03
CUUS0000SEHL03   ,0000,SEHL03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHL04   ,0000,SEHL04,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHM     ,0000,SEHM,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHM01   ,0000,SEHM01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHM02   ,0000,SEHM02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHN     ,0000,SEHN,1982-84=100,1984,S01,2024,S03
CUUS0000SEHN01   ,0000,SEHN01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHN02   ,0000,SEHN02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHN03   ,0000,SEHN03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHP     ,0000,SEHP,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHP01   ,0000,SEHP01,DECEMBER 1997=100,2018,S01,2024,S01
CUUS0000SEHP02   ,0000,SEHP02,DECEMBER 1997=100,2018,S01,2024,S02
CUUS0000SEHP03   ,0000,SEHP03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SEHP04   ,0000,SEHP04,DECEMBER 1997=100,2018,S01,2023,S03
CUUS0000SEMC     ,0000,SEMC,1982-84=100,1984,S01,2024,S03
CUUS0000SEMC01   ,0000,SEMC01,1982-84=100,2018,S01,2024,S03
CUUS0000SEMC02   ,0000,SEMC02,1982-84=100,2018,S01,2024,S03
CUUS0000SEMC03   ,0000,SEMC03,DECEMBER 1986=100,2018,S01,2024,S03
CUUS0000SEMC04   ,0000,SEMC04,DECEMBER 1986=100,2018,S01,2024,S03
CUUS0000SEMD     ,0000,SEMD,1982-84=100,2018,S01,2024,S03
CUUS0000SEMD01   ,0000,SEMD01,DECEMBER 1996=100,2018,S01,2024,S03
CUUS0000SEMD02   ,0000,SEMD02,DECEMBER 1996=100,2018,S01,2024,S03
CUUS0000SEMD03   ,0000,SEMD03,DECEMBER 2005=100,2018,S01,2024,S03
CUUS0000SEME     ,0000,SEME,DECEMBER 2005=100,2018,S01,2024,S03
CUUS0000SEMF     ,0000,SEMF,DECEMBER 2009=100,2018,S01,2024,S03
CUUS0000SEMF01   ,0000,SEMF01,1982-84=100,2018,S01,2024,S03
CUUS0000SEMF02   ,0000,SEMF02,DECEMBER 2009=100,2018,S01,2024,S03
CUUS0000SEMG     ,0000,SEMG,DECEMBER 2009=100,2018,S01,2024,S03
CUUS0000SERA     ,0000,SERA,DECEMBER 1997=100,1993,S01,2024,S03
CUUS0000SERA01   ,0000,SERA01,1982-84=100,2018,S01,2024,S03
CUUS0000SERA02   ,0000,SERA02,DECEMBER 1983=100,2018,S01,2024,S03
CUUS0000SERA03   ,0000,SERA03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERA04   ,0000,SERA04,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERA05   ,0000,SERA05,1982-84=100,2018,S01,2024,S03
CUUS0000SERA06   ,0000,SERA06,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERAC    ,0000,SERAC,DECEMBER 2009=100,2018,S01,2024,S03
CUUS0000SERAS    ,0000,SERAS,DECEMBER 2009=100,2018,S01,2024,S03
CUUS0000SERB     ,0000,SERB,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERB01   ,0000,SERB01,1982-84=100,2018,S01,2024,S03
CUUS0000SERB02   ,0000,SERB02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERC     ,0000,SERC,1982-84=100,2018,S01,2024,S03
CUUS0000SERC01   ,0000,SERC01,1982-84=100,2018,S01,2024,S03
CUUS0000SERC02   ,0000,SERC02,1982-84=100,2018,S01,2024,S03
CUUS0000SERD     ,0000,SERD,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERD01   ,0000,SERD01,1982-84=100,2018,S01,2024,S03
CUUS0000SERD02   ,0000,SERD02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERE     ,0000,SERE,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERE01   ,0000,SERE01,1982-84=100,2018,S01,2024,S03
CUUS0000SERE02   ,0000,SERE02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERE03   ,0000,SERE03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERF     ,0000,SERF,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERF01   ,0000,SERF01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERF02   ,0000,SERF02,1982-84=100,2018,S01,2024,S03
CUUS0000SERF03   ,0000,SERF03,DECEMBER 1986=100,2018,S01,2024,S03
CUUS0000SERG     ,0000,SERG,1982-84=100,2018,S01,2024,S03
CUUS0000SERG01   ,0000,SERG01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SERG02   ,0000,SERG02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SETA     ,0000,SETA,DECEMBER 1997=100,1993,S01,2024,S03
CUUS0000SETA01   ,0000,SETA01,1982-84=100,1984,S01,2024,S03
CUUS0000SETA02   ,0000,SETA02,1982-84=100,1984,S01,2024,S03
CUUS0000SETA03   ,0000,SETA03,DECEMBER 2001=100,2018,S01,2024,S01
CUUS0000SETA04   ,0000,SETA04,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SETB     ,0000,SETB,1982-84=100,1984,S01,2024,S03
CUUS0000SETB01   ,0000,SETB01,1982-84=100,1984,S01,2024,S03
CUUS0000SETB02   ,0000,SETB02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SETC     ,0000,SETC,1982-84=100,2018,S01,2024,S03
CUUS0000SETC01   ,0000,SETC01,1982-84=100,2018,S01,2024,S03
CUUS0000SETC02   ,0000,SETC02,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SETD     ,0000,SETD,1982-84=100,1984,S01,2024,S03
CUUS0000SETD01   ,0000,SETD01,1982-84=100,2018,S01,2024,S03
CUUS0000SETD02   ,0000,SETD02,1982-84=100,2018,S01,2024,S03
CUUS0000SETD03   ,0000,SETD03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SETE     ,0000,SETE,1982-84=100,2018,S01,2024,S03
CUUS0000SETF     ,0000,SETF,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SETF01   ,0000,SETF01,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SETF03   ,0000,SETF03,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SETG     ,0000,SETG,1982-84=100,1984,S01,2024,S03
CUUS0000SETG01   ,0000,SETG01,1982-84=100,2018,S01,2024,S03
CUUS0000SETG02   ,0000,SETG02,1982-84=100,2018,S01,2024,S03
CUUS0000SETG03   ,0000,SETG03,1982-84=100,2018,S01,2024,S03
CUUS0000SS01031  ,0000,SS01031,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS02011  ,0000,SS02011,1982-84=100,2018,S01,2024,S03
CUUS0000SS02021  ,0000,SS02021,1982-84=100,2018,S01,2024,S03
CUUS0000SS02041  ,0000,SS02041,1982-84=100,2018,S01,2024,S03
CUUS0000SS02042  ,0000,SS02042,1982-84=100,2018,S01,2024,S03
CUUS0000SS02063  ,0000,SS02063,1982-84=100,2018,S01,2024,S03
CUUS0000SS0206A  ,0000,SS0206A,1982-84=100,2018,S01,2024,S03
CUUS0000SS0206B  ,0000,SS0206B,1982-84=100,2018,S01,2024,S03
CUUS0000SS04011  ,0000,SS04011,1982-84=100,2018,S01,2024,S03
CUUS0000SS04012  ,0000,SS04012,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS04031  ,0000,SS04031,1982-84=100,2018,S01,2024,S03
CUUS0000SS05011  ,0000,SS05011,1982-84=100,2018,S01,2024,S03
CUUS0000SS0501A  ,0000,SS0501A,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS06011  ,0000,SS06011,1982-84=100,2018,S01,2024,S03
CUUS0000SS06021  ,0000,SS06021,1982-84=100,2018,S01,2024,S03
CUUS0000SS07011  ,0000,SS07011,1982-84=100,2018,S01,2024,S03
CUUS0000SS07021  ,0000,SS07021,1982-84=100,2018,S01,2024,S03
CUUS0000SS09011  ,0000,SS09011,1982-84=100,2018,S01,2024,S03
CUUS0000SS09021  ,0000,SS09021,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS10011  ,0000,SS10011,1982-84=100,2018,S01,2024,S03
CUUS0000SS11031  ,0000,SS11031,1982-84=100,2018,S01,2024,S03
CUUS0000SS13031  ,0000,SS13031,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS14011  ,0000,SS14011,1982-84=100,2018,S01,2024,S03
CUUS0000SS14021  ,0000,SS14021,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS14022  ,0000,SS14022,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS16011  ,0000,SS16011,1982-84=100,2018,S01,2024,S03
CUUS0000SS16014  ,0000,SS16014,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS17031  ,0000,SS17031,1982-84=100,2018,S01,2024,S03
CUUS0000SS17032  ,0000,SS17032,1982-84=100,2018,S01,2024,S03
CUUS0000SS18041  ,0000,SS18041,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS18042  ,0000,SS18042,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS18043  ,0000,SS18043,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS1804B  ,0000,SS1804B,1982-84=100,2018,S01,2024,S03
CUUS0000SS18064  ,0000,SS18064,DECEMBER 2007=100,2018,S01,2024,S03
CUUS0000SS20021  ,0000,SS20021,1982-84=100,2018,S01,2024,S03
CUUS0000SS20022  ,0000,SS20022,1982-84=100,2018,S01,2024,S03
CUUS0000SS20051  ,0000,SS20051,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS20052  ,0000,SS20052,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS20053  ,0000,SS20053,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS30021  ,0000,SS30021,1982-84=100,2018,S01,2024,S03
CUUS0000SS31022  ,0000,SS31022,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS33032  ,0000,SS33032,1982-84=100,2018,S01,2024,S03
CUUS0000SS45011  ,0000,SS45011,1982-84=100,1984,S01,2024,S03
CUUS0000SS4501A  ,0000,SS4501A,DECEMBER 1997=100,1998,S01,2021,S03
CUUS0000SS45021  ,0000,SS45021,DECEMBER 1983=100,2018,S01,2024,S03
CUUS0000SS47014  ,0000,SS47014,1982-84=100,1984,S01,2024,S03
CUUS0000SS47015  ,0000,SS47015,DECEMBER 1993=100,1994,S01,2024,S03
CUUS0000SS47016  ,0000,SS47016,1982-84=100,1984,S01,2024,S03
CUUS0000SS47021  ,0000,SS47021,1982-84=100,2018,S01,2024,S03
CUUS0000SS48021  ,0000,SS48021,1982-84=100,2018,S01,2024,S03
CUUS0000SS52051  ,0000,SS52051,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS53021  ,0000,SS53021,DECEMBER 2007=100,2018,S01,2020,S03
CUUS0000SS53023  ,0000,SS53023,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS53031  ,0000,SS53031,DECEMBER 2009=100,2018,S01,2024,S03
CUUS0000SS5702   ,0000,SS5702,DECEMBER 1996=100,2018,S01,2024,S03
CUUS0000SS5703   ,0000,SS5703,DECEMBER 1986=100,2018,S01,2024,S03
CUUS0000SS61011  ,0000,SS61011,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS61023  ,0000,SS61023,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS61031  ,0000,SS61031,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS61032  ,0000,SS61032,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS62011  ,0000,SS62011,DECEMBER 1997=100,2018,S01,2020,S03
CUUS0000SS62031  ,0000,SS62031,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS62032  ,0000,SS62032,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS62051  ,0000,SS62051,DECEMBER 1997=100,2018,S01,2020,S03
CUUS0000SS62052  ,0000,SS62052,DECEMBER 1997=100,2018,S01,2020,S03
CUUS0000SS62053  ,0000,SS62053,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS62054  ,0000,SS62054,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS62055  ,0000,SS62055,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS68021  ,0000,SS68021,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SS68023  ,0000,SS68023,DECEMBER 1997=100,2018,S01,2024,S03
CUUS0000SSEA011  ,0000,SSEA011,DECEMBER 2001=100,2018,S01,2024,S03
CUUS0000SSEE041  ,0000,SSEE041,DECEMBER 2019=100,2020,S01,2024,S03
CUUS0000SSFV031A ,0000,SSFV031A,DECEMBER 2005=100,2018,S01,2024,S03
CUUS0000SSGE013  ,0000,SSGE013,DECEMBER 2005=100,2018,S01,2020,S03
CUUS0000SSHJ031  ,0000,SSHJ031,DECEMBER 2005=100,2018,S01,2020,S03
CUUS0100AA0      ,0100,AA0,DECEMBER 1977=100,1984,S01,2024,S03
CUUS0100SA0      ,0100,SA0,1982-84=100,1984,S01,2024,S03
CUUS0100SA0E     ,0100,SA0E,1982-84=100,1984,S01,2024,S03
CUUS0100SA0L1    ,0100,SA0L1,1982-84=100,1984,S01,2024,S03
CUUS0100SA0L1E   ,0100,SA0L1E,1982-84=100,1984,S01,2024,S03
CUUS0100SA0L2    ,0100,SA0L2,1982-84=100,1984,S01,2024,S03
CUUS0100SA0L5    ,0100,SA0L5,1982-84=100,1984,S01,2024,S03
CUUS0100SA0LE    ,0100,SA0LE,1982-84=100,1984,S01,2024,S03
CUUS0100SAA      ,0100,SAA,1982-84=100,1984,S01,2024,S03
CUUS0100SAC      ,0100,SAC,1982-84=100,1984,S01,2024,S03
CUUS0100SACE     ,0100,SACE,1982-84=100,1984,S01,2024,S03
CUUS0100SACL1    ,0100,SACL1,1982-84=100,1984,S01,2024,S03
CUUS0100SACL11   ,0100,SACL11,1982-84=100,1984,S01,2024,S03
CUUS0100SACL1E   ,0100,SACL1E,1982-84=100,1984,S01,2024,S03
CUUS0100SAD      ,0100,SAD,1982-84=100,1984,S01,2024,S03
CUUS0100SAE      ,0100,SAE,DECEMBER 1997=100,1998,S01,2024,S03
CUUS0100SAEC     ,0100,SAEC,DECEMBER 2009=100,2010,S01,2024,S03
CUUS0100SAES     ,0100,SAES,DECEMBER 2009=100,2010,S01,2024,S03
CUUS0100SAF      ,0100,SAF,1982-84=100,1984,S01,2024,S03
CUUS0100SAF1     ,0100,SAF1,1982-84=100,1984,S01,2024,S03
CUUS0100SAF11    ,0100,SAF11,1982-84=100,1984,S01,2024,S03
CUUS0100SAF111   ,0100,SAF111,1982-84=100,2017,S02,2024,S03
CUUS0100SAF112   ,0100,SAF112,1982-84=100,2017,S02,2024,S03
CUUS0100SAF113   ,0100,SAF113,1982-84=100,2017,S02,2024,S03
CUUS0100SAF114   ,0100,SAF114,1982-84=100,2017,S02,2024,S03
CUUS0100SAF115   ,0100,SAF115,1982-84=100,2017,S02,2024,S03
CUUS0100SAF116   ,0100,SAF116,1982-84=100,1984,S01,2024,S03
CUUS0100SAG      ,0100,SAG,1982-84=100,1984,S01,2024,S03
CUUS0100SAGC     ,0100,SAGC,DECEMBER 2009=100,2010,S01,2024,S03
CUUS0100SAGS     ,0100,SAGS,DECEMBER 2009=100,2010,S01,2024,S03
CUUS0100SAH      ,0100,SAH,1982-84=100,1984,S01,2024,S03
CUUS0100SAH1     ,0100,SAH1,1982-84=100,1984,S01,2024,S03
CUUS0100SAH2     ,0100,SAH2,1982-84=100,1984,S01,2024,S03
CUUS0100SAH21    ,0100,SAH21,1982-84=100,1984,S01,2024,S03
CUUS0100SAH3     ,0100,SAH3,1982-84=100,1984,S01,2024,S03
CUUS0100SAH31    ,0100,SAH31,DECEMBER 2009=100,2010,S01,2024,S03
CUUS0100SAM      ,0100,SAM,1982-84=100,1984,S01,2024,S03
CUUS0100SAM1     ,0100,SAM1,1982-84=100,1984,S01,2024,S03
CUUS0100SAM2     ,0100,SAM2,1982-84=100,1984,S01,2024,S03
CUUS0100SAN      ,0100,SAN,1982-84=100,1984,S01,2024,S03
CUUS0100SANL1    ,0100,SANL1,1982-84=100,1984,S01,2024,S03
CUUS0100SANL11   ,0100,SANL11,1982-84=100,1984,S01,2024,S03
CUUS0100SANL113  ,0100,SANL113,1982-84=100,1984,S01,2024,S03
CUUS0100SANL13   ,0100,SANL13,1982-84=100,1984,S01,2024,S03
CUUS0100SAR      ,0100,SAR,DECEMBER 1997=100,1998,S01,2024,S03
CUUS0100SARC     ,0100,SARC,DECEMBER 2009=100,2010,S01,2024,S03
CUUS0100SARS     ,0100,SARS,DECEMBER 2009=100,2010,S01,2024,S03
CUUS0100SAS      ,0100,SAS,1982-84=100,1984,S01,2024,S03
CUUS0100SAS2RS   ,0100,SAS2RS,DECEMBER 1982=100,1984,S01,2024,S03
CUUS0100SAS367   ,0100,SAS367,1982-84=100,1984,S01,2024,S03
CUUS0100SAS4     ,0100,SAS4,1982-84=100,1984,S01,2024,S03
CUUS0100SASL2RS  ,0100,SASL2RS,DECEMBER 1982=100,1984,S01,2024,S03
CUUS0100SASL5    ,0100,SASL5,1982-84=100,1984,S01,2024,S03
CUUS0100SASLE    ,0100,SASLE,1982-84=100,1984,S01,2024,S03
CUUS0100SAT      ,0100,SAT,1982-84=100,1984,S01,2024,S03
CUUS0100SAT1     ,0100,SAT1,1982-84=100,1984,S01,2024,S03
CUUS0100SATCLTB  ,0100,SATCLTB,DECEMBER 2009=100,2010,S01,2024,S03
CUUS0100SEEB     ,0100,SEEB,DECEMBER 1977=100,2017,S02,2024,S03
CUUS0100SEFJ     ,0100,SEFJ,1982-84=100,2017,S02,2024,S03
CUUS0100SEFV     ,0100,SEFV,1982-84=100,1984,S01,2024,S03
CUUS0100SEHA     ,0100,SEHA,1982-84=100,1984,S01,2024,S03
CUUS0100SEHC     ,0100,SEHC,DECEMBER 1982=100,1984,S01,2024,S03
CUUS0100SEHC01   ,0100,SEHC01,DECEMBER 1982=100,1984,S01,2024,S03
CUUS0100SEHF     ,0100,SEHF,1982-84=100,1984,S01,2024,S03
CUUS0100SEHF01   ,0100,SEHF01,1982-84=100,1984,S01,2024,S03
CUUS0100SEHF02   ,0100,SEHF02,1982-84=100,1984,S01,2024,S03
CUUS0100SEMC     ,0100,SEMC,1982-84=100,1984,S01,2024,S03
CUUS0100SETA     ,0100,SETA,DECEMBER 1997=100,1998,S01,2024,S03
CUUS0100SETA01   ,0100,SETA01,1982-84=100,1984,S01,2024,S03
CUUS0100SETA02   ,0100,SETA02,1982-84=100,1984,S01,2024,S03
CUUS0100SETB     ,0100,SETB,1982-84=100,1984,S01,2024,S03
CUUS0100SETB01   ,0100,SETB01,1982-84=100,1984,S01,2024,S03
CUUS0100SETE     ,0100,SETE,DECEMBER 1977=100,2017,S02,2021,S03
CUUS0100SS45011  ,0100,SS45011,1982-84=100,1984,S01,2024,S03
CUUS0100SS4501A  ,0100,SS4501A,DECEMBER 1997=100,1998,S01,2021,S03
CUUS0100SS47014  ,0100,SS47014,1982-84=100,1984,S01,2024,S03
CUUS0100SS47015  ,0100,SS47015,DECEMBER 1993=100,1994,S01,2024,S03
CUUS0100SS47016  ,0100,SS47016,1982-84=100,1984,S01,2024,S03
CUUS0110SA0      ,0110,SA0,DECEMBER 2017=100,2018,S01,2024,S03
CUUS0110SA0E     ,0110,SA0E,DECEMBER 2017=100,2018,S01,2024,S03
CUUS0110SA0L1E   ,0110,SA0L1E,DECEMBER 2017=100,2018,S01,2024,S03
CUUS0110SA0L2    ,0110,SA0L2,DECEMBER 2017=100,2018,S01,2024,S03
CUUS0110SA0L5    ,0110,SA0L5,DECEMBER 2017=100,2018,S01,2024,S03
CUUS0110SA0LE    ,0110,SA0LE,DECEMBER 2017=100,2018,S01,2024,S03
CUUS0110SAA      ,0110,SAA,DECEMBER 2017=100,2018,S01,2024,S03
CUUS0110SAC      ,0110,SAC,DECEMBER 2017=100,2018,S01,2024,S03
